anomalous - adj. 不規則的, 反常的
cognizance - n. 認知、認定、審理
cosmopolitan - n. 四海為家的人、世界主義者 
adj. 世界性的、全球的
accrue - v. (利息)增大、增多
increment - n. 增加、增值
miscreant - n. 惡棍、歹徒
discreet - adj. 謹慎的、慎重的、考慮周到的
discretionary - adj. 任意的、自由決定的
excrete - v. 排泄、分泌
hypocrite - n. 偽君子、偽善者
hypocrisy - n. 偽善、虛偽
cryptic - adj. 難以理解的、秘密的、隱密的
secrete - v. 分泌、隱藏
culprit - n. 禍端、犯罪者
cult - n. 膜拜、狂熱崇拜、迷信、狂熱者
occult - adj. 難以理解的、奧秘的
encumber - v. 妨害、拖累
incumbent - adj. 負有職責的、義不容辭的
succumb - v. 屈從、因...死亡
cursory - adj. 粗略的、草率的
curtail - v. 縮減、削減
discourse - n. 演講、論述；交談
precursor - n. 先驅、先兆
procure - v. 取得、獲得
accuse - v. 譴責、指責
repercussion - n. 反響、影響(壞）、回聲
encyclopedic - adj. 百科全書的、知識廣博的
cynosure - n. 眾人矚目焦點
disdain - n. 鄙視、輕蔑
indignant - adj. 憤怒的、憤慨的
deleterious - adj. (對身體)有害的、有毒的(要刪除)
demotic - adj. 大眾的、通俗的
endemic - adj. 地方性的、當地的
ambidextrous - adj. 雙手靈巧的、十分靈巧的
dextrous - adj. 靈巧的、熟練的
quotidian - adj. 日常的、平常的
dichotomy - n. 二分法、矛盾、分歧
dilatory - adj. 慢吞吞的，磨蹭的
divergent - adj. 分歧的、相異的；迥然不同的
dubious - adj. 有問題的
duplicity - n. 欺騙行為、奸詐行為
abdicate - v. 正式放棄(權利等)、退(位)、辭(職)
benediction - n. 祝福、祈禱
dictate - v. 口述；命令；決定
indict - v. 控訴、起訴
malediction - n. 詛咒、壞話
predicament - n. 困境、窘境
verdict - n. 判決、決定
didactic - adj. 教誨的、說教的
docile - adj. 馴服的、易駕馭的
doctrinaire - adj. 教條的、迂腐的
doleful - adj. 悲傷的、憂鬱的
dolorous - adj. 憂傷的、悲痛的
indolent - adj. 懶惰的
predominant - adj. 佔優勢的、佔支配地位的
dormant - adj. 休眠的、靜止的
endorse - v. 背書、贊同
dogma - n. 教條、教義
dogmatism - n. 教條主義
valediction - n. 告別演說
heterodox - adj. 異端的、非正統的
paradox - n. 悖論、似是而非的議論
adroit - adj. 靈巧的、熟練的
adduce - v. 引用、舉例
conducive - adj. 有助的、有益的、促成的
deduce - v. 演繹、推斷
exempt - v. 免除、豁免
peremptory - adj. 專橫的、不容反抗的
preempt - v. 先發制人；取代；以先買權取得
adequate - adj. 足夠的；適當的
egalitarian - adj. 主張人人平等的
equable - adj. 穩定的、不變的
equate - v. 認為...相等或相仿
equilibrium - n. 平衡
equitable - adj. 公正的、合理的
equivalent - adj. 相等的、等值的
equivocal - adj. 模稜兩可的、不明確的、不確定的
iniquitous - adj. 極不公正的、邪惡的
errand - n. 差事、差使
errant - adj. 錯誤的、去不正當地方的、遊歷的
erroneous - adj. 不正確的、錯誤的
aesthetic - adj. 美學的、有審美感的
ethos - n. 道德風貌、思潮、信仰
affable - adj. 和藹可親的、容易親近的
facile - adj. 容易做的、膚淺的
factotum - n. 雜工、打雜
factual - adj. 真實的、事實的
efface - v. 擦掉、抹去
facade - n. 建築物的正面、(虛偽的)外表
facetious - adj. 輕浮的、好開玩笑的
preface - n. 序言、緒言、引語
fallacious - adj. 欺騙的、謬誤的
fallibility - n. 易出錯、出錯性
falsification - n. 竄改、編造、偽造
fanatical - adj. 狂熱的、盲信的
fanciful - adj. 幻想的、奇特的
felicific - adj. 產生幸福的、帶來幸福的
infelicity - n. 不幸、不適當
confer - v. 討論、商談、贈與
deference - n. 尊敬
peripheral - adj. 不重要的；外圍的、周邊的、邊緣的
odoriferous - adj. 有味道的、臭的
fervent - adj. 炙熱的、熱情的
confess - v. 公認、承認
profess - v. 公開宣布、聲稱
beneficent - adj. 慈善的、仁愛的、有益的
suffice - v. 足夠、(食物)滿足
confidant - n. 心腹朋友、知己、密友
confide - v. 吐露、透露
perfidious - adj. 不誠實的、背信棄義的
configuration - n. 結構、配置、輪廓
prefigure - v. 預示、預想
affiliation - n. 聯繫、聯合
affinity - n. 喜好、本性、傾向
confine - v. 使侷限、限制
infinite - adj. 無限的、無窮的
finesse - n. 非凡的技巧、技術
fine-tune - v. 微調
affirm - v. 確認、肯定
inflammatory - adj. 令人激動的、煽動的
conflate - v. 合併
deflated - adj. 洩氣的、氣餒的、灰心的
inflate - v. 使充氣、使膨脹
reflective - adj. 反射的、深思熟慮的
afflict - v. 使痛苦，折磨
affliction - n. 折磨、持續不斷的痛苦；災害
inflict - v. 給予(打擊)、使遭受(損傷)
florid - adj. 鮮紅色的、華麗的、氣色好的
affluent - adj. 富裕的、豐富的
fluid - adj. 流體的、流動的、易變的
fixate - v. 注視、使固定、使不便
fortify - v. 加強、增強
frivolous - adj. 輕浮的、草率的、不重要的
suffrage - n. 選舉權、投票權
founder - v. 沉沒、失敗、破滅
profound - adj. 深刻的、深奧的
defuse - v. 卸除引信、緩和緊張
profuse - adj. 很多的、浪費的
refutable - adj. 可駁倒的
refute - v. 反駁、駁斥
genealogy - n. 家譜、宗譜
genesis - n. 創始、起源
genome - n. 基因組、染色體組
genre - n. 文藝作品類型
congenial - (adj. 意氣相投的、性情好
degenerate - v. 惡化、衰退、退化
adj. 衰敗的、墮落的
engender - v. 使產生、引起
genial - adj. 和藹的、親切的、友好的
heterogeneous - adj. 異類的、不同的
homogeneous - adj. 同種的、同質的
indigenous - adj. 土產的、本地的、天生的
ingenious - adj. 聰明的、有發明天才的
disingenuous - adj. 不誠實的、虛偽的
germinate - v. 發芽、發展
ingest - v. 嚥下、吞下
aggrandize - v. 加大、強化
grandiloquence - n. 豪言壯語、誇大之詞
grandiose - adj. 宏偉的、誇大的
gratify - v. 使高興、使滿足
ingrate - n. 忘恩負義的人
ingratiating - adj. 討好的、諂媚的
digressive - adj. 離題的、枝節的
transgress - v. 冒犯、違背
congruent - adj. 適合的、一致的
incongruous - adj. 不協調的、不一致的
demography - n. 人口統計、人口學
harbinger - n. 先兆、通報者
herald - v. 預示、先兆
n. 傳令官
heredity - n. 遺傳、遺傳特徵
herbivorous - adj. 草食性的
adhere - v. 堅持、黏著
exhilarate - v. 使振奮、使高興
hilarious - adj. 極可笑的
abhorrent - adj. 可恨的、討厭的
inhumane - adj. 不近人情的、殘忍的
humble - adj. 卑微的、簡陋的、謙虛的
humdrum - adj. 單調的、過於平凡的、乏味的
humility - n. 謙遜、謙恭
hydrate - n. 水合物；v. 使成水合物
iconoclastic - adj. 偶像破壞的、打破舊習的
ideology - n. 意識形態、思想體系
idolatrize - v. 奉為偶像、盲目崇拜
emulate - v. 效法、模仿
imitative - adj. 模仿的
imitable - adj. 可模仿的
insular - adj. 島嶼的、心胸狹窄的
disintegrate - v. 使破碎、使瓦解、使崩潰
integrity - n. 誠實、正直
circuitous - adj. 迂迴的、繞圈子的
itinerant - adj. 巡迴的、遊歷的
transitional - adj. 轉變的、變遷的
transitory - adj. 短暫的、瞬息的
abject - adj. 可憐的、卑下的
dejected - adj. 沮喪的、失望的
objection - n. 厭惡、反對
objective - adj. 客觀的
judicious - adj. 有判斷力的、明智的
adjunct - n. 附加物、附件、助手
superlative - adj. 最高的、最好的
delinquent - adj. 疏忽職務的
unliterary - adj. 不矯揉做作的
objurgate - v. 申斥、痛罵
justify - v. 證明...是正當的、為...辯護、是...的正當理由
jubilation - n. 歡慶、慶祝活動
juvenile - adj. 少年的、似少年的
rejuvenate - v. 使年輕、使恢復精神
elaboration - n. 詳細的細節、詳盡的闡述
laborious - adj. 費勁的、耗費大量體力的
legitimate - adj. 合法的、正當的
alleviate - v. 減輕、緩和
elevate - v. 舉起、抬起、使上升
leaven - n. 酵母
v. 使有趣活潑
illiberal - adj. 吝嗇的
prolific - adj. 多產的、多結果的
obligatory - adj. 強制性的、義務性的
delineate - v. 描繪、描寫
relinquish - v. 放棄、廢除
eclipse - n. 日蝕、月蝕
v. 使黯然失色
monolithic - adj. 巨石的、巨大的
locus - n. 地點、所在地
colloquial - adj. 口語的、會話的
eloquence - n. 雄辯、口才
loquacious - adj. 多話的、非常健談的
laconic - adj. 簡短的
monolog - n. 獨白、個人長篇演說
prophylactic - adj. 預防疾病的
soliloguy - n. 自言自語、戲劇獨白
long-winded - adj. 冗長的、囉嗦的
elucidate - v. 闡明、說明
lucid - adj. 清楚易懂的、明晰的
lucubration - n. 苦心研究
pellucid - adj. 清晰的、清澈的
lucrative - adj. 賺錢的、有利可圖的
allusive - adj. 暗指的
collude - v. 共謀、串通
delude - v. 欺騙、哄騙
elusive - adj. 逃避的、躲避的；難以表述的、難懂的
disillusioned - adj. 幻想破滅的、醒悟的
illusory - adj. 幻覺的、夢幻似的、迷惑人的
illuminate - v. 闡明、解釋、照亮
luminary - n. 傑出人物、才智出眾的人
preliminary - adj. 預備的、初步的、開始的
illustrative - adj. 解說性的、用作說明的
illustrious - adj. 著名的、顯赫的
lackluster - adj. 無光澤的、呆滯的；無趣的；平庸的
malady - n. 病、疾病
magnitude - n. 重大、廣大
impermanent - adj. 不持久的、暫時的
maneuver - n. (部隊)調動、激動；精巧動作
manipulate - v. (熟練地)操作、運用
manuscript - n. 手寫的、原稿的
mandatory - adj. 命令的、強迫的
reprimand - v. 訓斥、斥責、譴責
mania - n. 瘋狂、狂熱
monomania - n. 偏狂症、狂熱病
demarcate - v. 劃分、劃界
hallmark - n. 特徵；品質證明、保證書
remarkable - adj. 值得注意的、卓越的
remedy - n. 治療、治療法、藥物
mediocre - adj. 平凡的、平庸的
intermediary - n. 仲裁者、中間物
meditate - v. 沈思、深思熟慮、冥想
amenable - adj. 肯順從的、願服從的
demean - v. 貶低、貶損
minatory - adj. 威脅的
self-effacing - adj. 不出風頭的、謙讓的
plainly - adj. 清楚地、明顯地
disinterested - adj. 無私的、公正的
consternation - n. 大為吃驚、驚駭
obviate - v. 排除；消除(困難、危險等)
stagnant - adj. 停滯的、不發展的、不景氣的
insubstantial - adj. 非實體的、薄弱的
stifle - v. 抑止；使窒息
snub - v. 怠慢、冷落
elated - adj. 興高采烈的、得意洋洋
routine - n. 例行公事；adj. 簡單
backwater - n. 死水；停滯不進的狀態或地方
unmistakable - adj. 明白無誤的、清楚的、明顯的
dismissal - v. 解僱、解聘
harbor - n. 港口；v. 藏匿
derision - n. 嘲笑、嘲弄
dampen - v. 弄溼；使消沈；抑制
commend - v. 稱讚、讚賞
backfire - n. 事與願違；失敗
mendacity - n. 虛偽
substantiate - vt. 使實體化、証實
immense - adj. 巨大的、廣大的、無邊無際的
notwithstanding - conj. 儘管；雖然
incommensurate - adj. 不能配合的、不相稱的
outlandish - adj. 異國風格的；古怪的、偏僻的
measured - adj. 精確的、慎重的
incorrigible - adj. 無藥可救的、不能被糾正的
mercenary - adj. 為金錢的、圖利的、貪財的
apocryphal - v. 偽造的、假冒的
symmetry - n. 對稱、均衡
inveterate - adj. 積習已深的
perimeter - n. 周長
imminent - adj. 即將發生的、逼近的
prominent - adj. 凸出的、顯著的、卓越的
preeminent - adj. 卓越的、顯著的
reminisce - v. 追憶、懷舊
reminiscent - adj. 回憶往事的、懷舊的
diminutive - adj. 非常小的、極小的
minuscule - adj. 小寫字的、微小的
dismiss - v. 讓..離開；把..打發走；使...離職
intermittent - adj. 間歇的、時斷時續的
remiss - adj. 疏忽的、不留心的
remission - n. 寬恕、赦免
submission - n. 屈從、歸順、投降
surmise - v. 推測、猜測、臆測
unremitting - adj. 不間斷的、持續的
amnesia - n. 記憶缺失、健忘(症)
mnemonics - n. 記憶法、記憶規則
moderate - adj. 適度的、有節制的；v. 緩和；主持
modulate - v. 調整、控制、緩和
outmoded - adj. 老式的、過時的
admonish - v. 告誡、警告
demonstrative - adj. 證明性的、喜怒形於色的
demonstrable - adj. 可證明的、顯而易見的
remonstrance - n. 抗議、進諫、告誡
demoralize - v. 使士氣低落
morph - v. 使變形
metamorphose - v. 使變形、使變質
remorse - n. 懊悔、悔恨
morbid - adj. 病態的、不健康的
mortify - v. 使感屈辱、使失面子、使羞愧
locomotive - adj. 移動的
immune - adj. 免疫的；免除的
municipality - n. 自治市、市政當局
murky - adj. 黑暗的、陰鬱的
mutable - adj. 善變的、易變的
mute - adj. 沉默的、一時說不出話的
transmute - v. 使變形、使變化
demystify - v. 弄清楚
innate - adj. 與生俱來的、天生的、固有的
neonate - n. 嬰兒
abnegate - v. 否認、放棄
neutral - adj. 中立的、中立國的
innocence - n. 無辜、清白
noisome - adj. 令人討厭的、惡臭的
normative - adj. 標準的；規範的；合乎規範的、按規定準則的
ignominious - adj. 可恥的、恥辱的
misnomer - n. 人名誤載、寫錯姓名
nominal - adj. 名義上的、有名無實的
nostrum - n. 家傳秘方、江湖藥、萬靈丹
connotation - n. 含蓄、言外之意
notch - n. 刻痕、槽口、凹口
notoriety - n. 惡名昭彰、聲名狼藉
heed - v. 關注、注意、考慮
hectic - adj. 忙碌的
hunch - n. 直覺、預感
impromptu - adv. 事先無準備地、即席地
intrinsic - adj. 固有的、內在的、本質的
jejune - adj. 枯燥無味的
languish - v. 變得衰弱、漸漸衰退、悶悶不樂
lull - v. 使入睡、暫停
mar - v. 污點、損傷；玷污
mawkish - adj. 過度感傷的、多愁善感的
denounce - v. 指責、譴責
novelty - n. 新奇、新奇的事物
innovative - adj. 創新的
novice - n. 新手、初學者
anneal - v. 使退火
nullify - v. 使無效、廢棄、取消
anonymity - n. 匿名、作者不詳
pseudonym - n. 假名、筆名
myopia - n. 目光短淺的、缺乏遠見的、近視
optimistic - adj. 樂觀的
oracle - n. 神使、傳神諭者
oracular - adj. 神諭的、玄妙的、晦澀的
oration - n. 演說、演講
foreordain - v. 預先注定
flabbergast - v. 使大吃一驚
deplete - v. 用盡、使減少
plethora - n. 過量、過剩
replete - adj. 充滿的、裝滿的
envision - v. 想像、預想
invidious - adj. 招致不滿的、惹人不快的
vista - n. 遠景、展望
staleness - n. 陳腐
adversity - n. 逆境、不幸
impulsive - adj. 衝動的、易衝動的
estimable - adj. 值得尊敬的；可估計的
hackneyed - adj. 陳腐的、陳腔濫調的
agenda - n. 意圖、動機
gripping - adj. 刺激的、吸引人的
overblown - adj. 誇張的；過分的
apocalypse - n. 啟示、天啟
rhetoric - n. (誇張的)言辭、修辭
couch - v. 以...方式說、以...方式表達
pugnacious - adj. 愛爭吵的、愛鬥爭的、好鬥的
cacophony - n. 雜音、不和諧音
phony - adj. 假的、欺騙的
awry - adj. 偏差的、走樣的
partisanship - n. 黨派性；黨派偏見
valiant - adj. 勇敢的、英勇的
brook - v. 忍受
conform - v. 使一致、遵守、符合
flummox - v. 使困惑
hearten - v. 鼓勵、激勵
cosseted - adj. 寵愛的
craven - adj. 懦弱的、畏縮的；n. 懦夫
intrude - v. 強加於、闖入
obstrusive - adj. 唐突的、冒昧的
manifest - adj. 明顯的、顯而易見的
petty - adj. 瑣碎的
spiteful - adj. 惡意的、居心叵測的
pedestrian - adj. 徒步的、缺乏想像的
qualify - v. 使有資格、限制；限縮主張
hedge - v. 迴避
extenuate - v. 掩飾、減輕罪過
turbid - adj. 混濁的、不清的
turbulent - adj. 導致動亂的、騷亂的
inveterate - adj. 積習已深的
seminal - adj. 開創性的、種子的、有發展性的
perpetuate - v. 使延續、使永續
censor - v./n. 審查、檢查
hazardous - adj. 危險的、有害的
dispatch - v. 派遣、發送、迅速
tact - n. 機智、圓滑
tactless - adj. 不乖巧的、不圓通的、不明智的
contiguous - adj. 接壤的、接近的
intangible - adj. 觸摸不到的、無形的、無實體的
tangential - adj. 切線的、離題的
hew - v. 砍伐；遵守
rant - v./n. 咆哮、激昂地說
inferable from - 衍生自entailed by
testimony - n. 證詞、見證
devolve - v. 被轉移、移交
revolt - v. 叛亂、造反、反感
inopportune - adj. 不合時宜的、不適當
ordinance - n. 法令、條例
inordinate - adj. 過度的、過分的
insubordinate - adj. 不服從的、違抗的
appall - adj. 使驚駭、使恐怖
paltry - adj. 不足取的、瑣碎的、沒有價值的
apparel - n. (精緻的)衣服
apparition - n. 幽靈、亡靈、幻影、特意景象
disparage - v. 貶抑、輕蔑
transparent - adj. 透明的、清澈的
parity - n. 同等、類似、相同
counterpart - n. 相對應的人或物
impartial - adj. 公平的、無私的
partial - adj. 局部的、偏袒的
particulate - adj. 微粒的 n. 微粒
partisan - n. 黨派支持者、黨徒；盲目支持者
impasse - n. 僵局、死路
antipathy - n. 反感、厭惡
dispassionate - adj. 不被感情所動的、冷靜的
empathy - n. 同理
passivity - n. 被動、消極
pathos - n. 激起憐憫(或同情等)的因素、感傷力
patriot - n. 愛國者、愛國主義者
impeccable - adj. 無懈可擊的、無缺點的
peccadillo - n. 輕罪、小過、小瑕疵
expedient - adj. 方便的、權宜的
impede - v. 妨礙、阻礙、阻止
compelling - adj. 令人注目的、極端吸引人的；強制的；強而有力的
impel - v. 推動、推進
propel - V. 推進、推
penchant - n. 愛好、嗜好
dispense - v. 施予、分配、免除(+with)
dispensable - adj. 不是必要的、可有可無的
personification - n. 典型、化身、完美榜樣
impetuous - adj. 性急的、魯莽的、衝動的
impetus - n. 推動力、刺激
ephemeral - adj. 朝生暮死的、生命短暫的
euphemism - n. 委婉的說法
phobia - n. 恐懼症、懼怕
aphorism - n. 格言、警句、箴言
boorish - adj. 粗野的、粗魯的
cede - v. 割讓、放棄
dismantle - v. 拆卸、拆開；解散
unflappable - adj. 不易驚慌的、鎮定的
contempt - v. 輕視、蔑視
commiserate - v. 憐憫、同情
gloat - v. 洋洋得意
promulgate - v. 散佈、宣揚
inattentive - adj. 不注意的、怠慢的、疏忽的
flustered - adj. 激動不安的、慌張的
retrograde - adj. 逆行的
belabor - v. 過分冗長地做或說；痛打
imposing - adj. 壯麗的、宏偉的
sublime - aj. 卓越的、出色的、極美的
beleaguer - v. 圍攻、使煩惱
beget - v. 產生、引起
upend - v. 顛倒；倒放
aversion - n. 厭惡、反感
analogous - adj. 可類比的、類似的
insofar as - phr. 因為
conceited - adj. 自負的、自傲的
mystification - n. 神秘、不可思議
ebullient - adj. 熱情的；興高采烈的
deviant - adj. 越軌的、超出常規的
introspect - v. 內省、反省
circumscribe - v. 限制
prescription - n. 命令、指示、規定、法規
transcribe - v. 抄寫、謄寫
proscriptive - adj. 限制的、禁止的、規定的
salutary - adj. 有益的、有益健康的
fallacy - n. 謬誤、謬論
futility - n. 無用、無益
be subject to - phr. 易...遭受；易受影響的
salient - adj. 顯著的、突出的
desultory - adj. 無計劃的、無目的的、不連貫的、散漫的
assail - v. 抨擊、猛攻
hindsight - n. 後見之明
nondescript - adj. 沒有特徵的、平凡的
desolate - adj. 荒涼的、無人煙的
disconsolate - adj. 悶悶不樂的、鬱鬱寡歡的
deficit - n. 赤字
bristle - n. 鬃毛；v. 發怒
ubiquitous - adj. 無所不在的
imprudent - adj. 不謹慎的、輕率的、魯莽的
impudent - adj. 魯莽的、無禮的
exotic - adj. 異國的
primal - adj. 最初的、原始的
primitive - adj. 原始的、遠古的、基本的
pristine - adj. 原始的、清新的、純樸的
obtrusive - adj. 唐突的、冒昧的
laughable - adj. 可笑的、荒唐的
squelch - v. 壓制、鎮壓
foment - v. 煽動、助長（壞事）
fixation - n. 著迷；固定
eulogize - v. 稱讚、頌揚
forsake - v. 拋棄、放棄
imperceptible - adj. 察覺不出的、感覺不到的
habituate - v. 使習慣於
deploy - v. 部署
undeterred - adj. 未受阻的、無法恐嚇的
rife - adj. 充斥著的、大量的(+with)
assemble - V. 集合、聚集、裝配
resemble - v. 與...相似、像
truncated - adj. 縮短的、截形的
meander - v. 迂迴曲折、閒晃、漫步
maverick - n. 特立獨行者；意見不同者
malefactor - n. 罪犯、作惡者
paragon - n. 模範、典範
old-timer - n. 老前輩、老手
unassuming - adj. 謙遜的、不裝腔作勢的
self-deprecating - adj. 自貶的、自謙的
vindictive - adj. 有復仇心的、報復的
comprehensive - adj. 全面的、綜合的
misapprehend - v. 誤會、誤解
sleazy - adj. 齷齪的、卑鄙的
disruptive - adj. 破壞性的；分裂的
haughty - adj. 高傲的、自大的
skinflint - n. 吝嗇鬼
malinger - v. 裝病以逃避職責
ad hoc - adj. 臨時的、特別安排的
fanfare - n. 誇耀的遊行、嘹亮的喇叭聲
unconscionable - adj. 無節制的、過度的、非常糟的
coup - n. 政變
tribute - n. 進貢、貢物、貢金
photosensitive - adj. 感光的
neophyte - n. 新手、新信徒、新入修道院者
piety - n. 孝順、孝敬、虔誠
depict - v. 描繪、描畫
picturesque - adj. 圖畫般的、美麗的
complacent - adj. 滿足的、自滿的
complaisant - adj. 彬彬有禮的、殷勤的、柔順的
placebo - n. 安慰劑、寬心丸
implausible - adj. 難以置信的、不像真實的
laudatory - adj. 表示讚美的
plausible - adj. 貌似真實的，貌似有理的
plenitude - n. 充分、完全；大量
complementary - adj. 補充的、補足的
duplicate - adj. 完全一樣的、複製的、副本的
duplicitous - adj. 搞兩面派的、奸詐的、欺騙的
explicable - adj. 可解釋的、可辨明的
explicit - adj. 詳盡的、清楚的、明確的
inexplicable - adj. 無法說明的、難以理解的、莫名其妙的
replicate - v. 摺疊、複製
deplorable - adj. 應受譴責的；悲慘的
impolitic - adj. 不明智的
politic - adj. 明智的、精明的、慎重的
ponder - v. 仔細考慮、衡量
preponderate - v. 壓倒、超過
apposite - adj. 適當的、貼切的；相關的
imposter - n. 冒充者、騙子
posit - v. 假定、假設；斷定、認為
repository - n. 容器、儲藏處、寶庫
despotic - adj. 暴君的、暴虐的、專橫的
deprave - v. 使墮落、使惡化
precarious - adj. 不穩的、危險的
repress - v. 壓抑、抑制、鎮壓
suppress - v. 鎮壓、抑制
unimpressed - adj. 沒有印象的
primacy - n. 卓越、第一位
privy - adj. 個人的、私人的
approbation - n. 稱讚、認可、批准
reproof - n. 責斥、責備
reprove - n. 告誡、好言相勸
propagate - v. 繁殖、傳播、宣傳
pilferage - n. 偷竊
malapropism - n. 文字誤用
prosaic - adj. 乏味的、散文的；平淡的
prose - n. 散文、散文體
approximate - adj. 大約的、估計的
proximity - n. 鄰近、接近
compulsory - adj. 強制性的、命令性的
impulse - n. 衝動、刺激
puncture - n. 刺穿、刺破
purify - v. 使純潔、淨化
acquiesce - v. 勉強同意、默許
quiescent - adj. 靜止的、沉默的
tranquil - adj. 平靜的、安靜地、安寧的
abrasive - adj. 有研磨作用的、有磨蝕作用的
irascible - adj. 易怒的、暴躁的
regimental - adj. 團的、團隊的
rein - n. 駕馭、控制、統治
sovereign - n. 最高統治者、元首
rigid - adj. 嚴格的、剛硬的；死板的
rigor - n. 嚴格、嚴苛、精確
rigorous - adj. 嚴格的、嚴峻的
derivative - adj. 非原創的、衍生的
corroborate - v. 證實、確證
robust - adj. 強健的、茁壯的、健全的
torment - n. 折磨、痛苦
entreat - v. 懇求、乞求
treatise - n. 論文、專著
attune - v. 使調和
virulence - n. 劇毒、毒性
aplomb - n. 沉著
anoint - v. 拔擢
aghast - adj. 嚇呆的、驚駭的
bashful - adj. 害羞的、羞怯的
bourgeois - n. 中產階級的人、庸俗的人
relish - n. 滋味 v. 享受、喜歡
choreographed - adj. 安排好的
rattle - v. 困擾
demolish - v. 破壞；拆除
manifesto - n. 宣言、聲明
initiative - n. 行動、主導權
undertaking - n. 事務、工作；承諾
cook up - phr. 編造；捏造
productive - v. 有成效的
impotence - n. 無能
enterprising - adj. 有進取心的、有事業心的
resourceful - adj. 資源豐富的；富於機智的；有策略的
exuberant - adj. 熱情的、豐富的、繁茂的
temperate - adj. (氣候)溫和的、(飲食)適度的
avow - v. 坦率承認、公開表示
revile - v. 辱罵、謾罵、痛斥
liability - n. 責任、義務；負債、劣勢
opprobrious - adj. (言語)辱駡的；可恥的
truculent - adj. 好鬥的、殘酷的
intrigue - v. 密謀、引起極大興趣
intricate - adj. 複雜難懂的；精緻精細的
daunting - adj. 艱鉅的、艱困的；令人氣餒的；令人畏懼的
jettison - v. 拋棄
shrewd - adj. 善於判斷的、精明的、敏銳的
cronyism - n. 任用親信、用人唯親
resent - v. 憎惡、憎恨
vacillate - v. 猶豫不決
fungible - adj. 可取代的、可互換的
integral - adj. 必須的、完整的
caviling - adj. 吹毛求疵的、挑剔的
supersede - v. 淘汰、取代
testament - n. 遺囑、證明
sedulous - adj. 勤勉的
sedative - n. 鎮靜劑；adj. 使安靜的、鎮靜的
brackish - adj. 有鹽味的、可厭的
dispose - v. 處理、配置
infeasible - adj. 不可實行的、行不通的
evocative - adj. 喚起的、激起的
edify - v. 教化、訓誨
chagrin - n. 失望、懊惱
hubris - n. 傲慢、自大、目中無人
lingering - adj. 存留的、持續的
emulsify - v. 使乳化
petrify - v. 石化、嚇呆
disabuse - v. 糾正
informative - adj. 提供資訊的；見識廣博的、有益處的
expansive - adj. 易膨脹的、易擴張的、廣闊的
scintillating - adj. 閃爍的、才華洋溢的
balk - n. 障礙; v. 妨礙、畏縮不前
recast - v. 重做、重新鑄造
impregnable - adj. 無破綻的、堅不可破的
civility - n. 禮貌
pertinacity - n. 執拗；頑固
covert - adj. 隱蔽的、秘密的
derogate - v. 貶低、誹謗
interrogate - v. 訓問、審訊
sate - v. 使心滿意足、使厭膩
satiate - v. 使飽足
sagacious - adj. 睿智的、聰敏的
escalate - v. 升級、擴大、上升
prescient - adj. 有先見的、預知的
inscription - n. 題字、銘刻
subscribe - v. 捐助、訂購
scrutinize - v. 詳細檢查、細讀
sectarianism - n. 宗派主義
inconsequential - adj. 不重要的、微不足道的
sequacious - adj. 順從的、缺乏獨創性的
dissent - v. 不同意、持異議
sentiment - n. 多愁善感
assert - v. 斷言、主張
conservative - adj. 保守的、守舊的
servile - adj. 奴性的、百依百順的
subservient - adj. 奉承的、卑屈的、充當下手的
undeserved - adj. 不應得的
dissident - n. 異議者、持不同意見者、唱反調者
consign - v. 打發、棄置；交付、托運
dissimulate - v. 隱藏、掩飾
simultaneous - adj. 同時發生的、同時存在的
consistent - adj. 始終如一的、前後一致的
insolent - adj. 粗魯無禮的、傲慢的
obsolescent - adj. 逐漸被廢棄的、即將過時的
absolve - v. 赦免、免除(責任、義務)
consonant - adj. 調和的、一致的
solitude - n. 孤獨、寂寞、隱居
dissonant - adj. 不和諧的、不一致的
sonorous - adj. 響亮的、洪亮的
philosophic - adj. 哲學的、哲學家的
sophistication - n. 老於世故、有教養
sophistry - n. 詭辯、謬論
introspective - (adj.內省的、反思的、自省的
prospect - n. 勘探、前景、前途
respite - n. 暫緩、暫停、暫時休息
sparse - adj. 稀少的、稀疏的
awe-inspiring - adj. 令人起敬畏心的、令人驚嘆的
conspiracy - n. 陰謀、共謀
resplendent - adj. 華麗的、輝煌的
extant - adj. 現存的、尚存的
static - adj. 靜止的、呆板的
stanch - v. 止住、使傷口止血
stint - v. 節省、吝嗇
restrain - v. 克制、抑制
hamstring - v. 使難有作為、使殘廢
outstrip - v. 超過、跑過
catastrophe - n. 突如其來的大災難
instructive - adj. 有教育意義的、有啟發性的
consummate - adj. 完全的、完善的
presume - v. 相信、推測、自作主張、放肆
assure - v. 向某人保證、使確信
reassure - v. 使恢復信心、使確信
resurge - v. 再起、復活、復甦
abstentious - adj. 禁慾的、有節制的
abstemious - adj. 有節制的、節儉的
abstinent - adj. 飲食有度的、有節制的
pertinent - adj. 有關的、相關的
tenable - adj. 站得住腳的、經得起批判的
virtual - adj. 幾乎的、虛擬的
standstill - n. 停滯
convection - n. 傳遞、傳送、熱對流
candor - n. 坦白、直率
tantalize - v. 引逗、使著迷
estrange - v. 使疏遠、使感情失和
vitality - n. 活力、生命力
unmediated - adj. 無中介、無交集
flush - v. 臉紅；平行、無交集
tedium - n. 無趣
shattering - adj. 震憾的
contrite - adj. 悔罪的、痛悔的
torpor - n. 麻木、無精打采、遲鈍
